id,image_filename,image_path,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,split
14577,14577.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\14577.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Vans Men Sk8-Hi Black Casual Shoes,index
13128,13128.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\13128.jpg,Men,Footwear,Sandal,Sandals,Brown,Fall,2011.0,Casual,Lee Cooper Men Brown Sandals,index
2091,2091.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\2091.jpg,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2010.0,Sports,ADIDAS Mens ESS 3S Polo T-shirt,index
58266,58266.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\58266.jpg,Women,Accessories,Bags,Handbags,Silver,Spring,2012.0,Casual,Baggit Women Grey Handbag,index
4936,4936.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\4936.jpg,Women,Apparel,Dress,Dresses,Black,Summer,2011.0,Casual,Gini and Jony Girl's Veata White Black Pink Infants Kidswear,index
40127,40127.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\40127.jpg,Girls,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Gini and Jony Girls Roseatte Black Dress,index
29907,29907.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\29907.jpg,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Genuine Leather Watch,index
16541,16541.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\16541.jpg,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Basics Men Black Slim Fit Checked Shirt,index
51934,51934.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\51934.jpg,Women,Accessories,Bags,Handbags,Yellow,Summer,2016.0,Casual,Nyk Women Yellow Arsenal Handbag,index
28207,28207.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\28207.jpg,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Ray-Ban Men Active Lifestyle Black Sunglasses,index
16452,16452.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\16452.jpg,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Locomotive Men Check Red Shirt,index
49513,49513.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\49513.jpg,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Police Men Silver-Toned Dial Watch PL11916MRS-04A,index
29957,29957.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\29957.jpg,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016.0,Casual,Cat Men Metal Sunglasses,index
9454,9454.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\9454.jpg,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men White Check Shirt,index
37242,37242.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\37242.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,United Colors of Benetton Men Black Shoes,index
26479,26479.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\26479.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Ferrari Black Polo T-shirt,index
29875,29875.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\29875.jpg,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Mayhem Men Sunglasses 1021-205I,index
28442,28442.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\28442.jpg,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Kiara Women Blue Handbag,index
30860,30860.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\30860.jpg,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Fabindia Women Printed Maroon Kurta,index
40625,40625.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\40625.jpg,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Span Women Light Green Kurta,index
12545,12545.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\12545.jpg,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Tantra Women White Printed T-shirt,index
37911,37911.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\37911.jpg,Women,Apparel,Dress,Dresses,Cream,Summer,2012.0,Casual,Mineral Women Cream Dress,index
22890,22890.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\22890.jpg,Men,Footwear,Sandal,Sandals,Olive,Summer,2012.0,Casual,Woodland Men Olive Casual Sandals,index
22562,22562.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\22562.jpg,Women,Accessories,Bags,Handbags,Tan,Winter,2015.0,Casual,Lino Perros Tan Women Casual Sling Bag,index
13867,13867.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\13867.jpg,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts,index
10365,10365.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\10365.jpg,Women,Apparel,Dress,Dresses,Black,Fall,2011.0,Casual,United Colors of Benetton Women Short Black Dresses,index
27294,27294.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\27294.jpg,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Mother Earth Women Green Kurta,index
29573,29573.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\29573.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Edgemont Black Shoes,index
11701,11701.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\11701.jpg,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Lee Men Check White Shirts,index
28637,28637.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\28637.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Air Relentless Black Sports Shoes,index
59399,59399.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\59399.jpg,Women,Apparel,Topwear,Tops,Yellow,Fall,2012.0,Casual,Tokyo Talkies Women Yellow Top,index
40522,40522.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\40522.jpg,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Men White Dial Chronograph Watch,index
10202,10202.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\10202.jpg,Women,Accessories,Bags,Handbags,Green,Winter,2015.0,Casual,Murcia Women Asjke Green Green Handbags,index
41880,41880.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\41880.jpg,Men,Footwear,Sandal,Sandals,Brown,Fall,2014.0,Casual,Estd. 1977 Men Brown Sandals,index
2211,2211.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\2211.jpg,Men,Footwear,Sandal,Sandals,Navy Blue,Fall,2010.0,Casual,Puma Men Trek Navy Blue Floater,index
51691,51691.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\51691.jpg,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Louis Philippe Men Oversized Sunglasses LP226-C2,index
40629,40629.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\40629.jpg,Women,Apparel,Topwear,Kurtas,Olive,Summer,2012.0,Ethnic,Span Women Olive Green Kurta,index
29390,29390.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\29390.jpg,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Formal,Genesis Men Maroon Shirt,index
23210,23210.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\23210.jpg,Women,Apparel,Topwear,Tops,Brown,Fall,2011.0,Ethnic,Aneri Women Sequin Brown Top,index
27668,27668.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\27668.jpg,Women,Accessories,Bags,Handbags,White,Winter,2015.0,Casual,Murcia Women White Handbag,index
8619,8619.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\8619.jpg,Men,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Fastrack Men Beach Purple Sunglasses,index
6597,6597.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\6597.jpg,Women,Apparel,Topwear,Tops,Green,Summer,2011.0,Casual,Spykar Women's Round Neck Green Top,index
41387,41387.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\41387.jpg,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Wrangler Women Donna Yellow Top,index
49559,49559.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\49559.jpg,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Rocia Women Purple Handbag,index
13270,13270.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\13270.jpg,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Palm Tree Kids Girls Printed White Tops,index
5379,5379.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\5379.jpg,Men,Footwear,Shoes,Sports Shoes,Beige,Summer,2011.0,Sports,Quechua Arpenaz 50 Man 10 Beige,index
47651,47651.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\47651.jpg,Women,Apparel,Dress,Dresses,Grey,Summer,2012.0,Casual,Femella Women Grey Lace Dress,index
46080,46080.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\46080.jpg,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,ADIDAS Men Blue Sports Shoes,index
22165,22165.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\22165.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Brown Casual Shoes,index
54661,54661.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\54661.jpg,Women,Accessories,Watches,Watches,Red,Winter,2016.0,Casual,Fastrack Women White Dial Watch,index
39781,39781.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\39781.jpg,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Peter England Men Striped White Formal Shirt,index
38216,38216.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\38216.jpg,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Polaroid Women Sunglasses,index
32318,32318.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\32318.jpg,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Men White Dial Watch,index
30846,30846.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\30846.jpg,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Fabindia Women Printed Black Kurta,index
38175,38175.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\38175.jpg,Women,Accessories,Eyewear,Sunglasses,Copper,Winter,2016.0,Casual,Miami Blues Women Sunglasses,index
5288,5288.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\5288.jpg,Men,Footwear,Sandal,Sandals,Brown,Summer,2011.0,Casual,Lee Cooper Men Brown Floater,index
3845,3845.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\3845.jpg,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Wrangler Men's Wild Horse Brown T-shirt,index
30237,30237.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\30237.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Numero Uno Men Black Shoes,index
45578,45578.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\45578.jpg,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Arrow Men Brown Sandals,index
31624,31624.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\31624.jpg,Men,Apparel,Topwear,Shirts,Lavender,Summer,2012.0,Formal,Indigo Nation Men Lavender Shirt,index
58000,58000.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\58000.jpg,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Latin Quarters Women Black Printed Dress,index
27854,27854.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\27854.jpg,Women,Apparel,Topwear,Tops,Maroon,Summer,2012.0,Casual,Scullers For Her Women Maroon Top,index
26430,26430.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\26430.jpg,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Spice Art Women Leatherette Brown Handbag,index
56681,56681.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\56681.jpg,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Dial Chronograph Watch,index
16042,16042.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\16042.jpg,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Highlander Men Check Red Shirt,index
12022,12022.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\12022.jpg,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,Mark Taylor Men Pink Striped Shirts,index
18651,18651.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\18651.jpg,Men,Footwear,Sandal,Sandals,Brown,Fall,2011.0,Casual,Fila Men Over Stitch Brown Slippers,index
29937,29937.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\29937.jpg,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dual Dial Watch PL12899XS-02,index
11379,11379.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\11379.jpg,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,United Colors Of Benetton Women Winter Blue Top,index
37159,37159.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\37159.jpg,Women,Apparel,Topwear,Tops,Orange,Summer,2012.0,Casual,United Colors of Benetton Women Orange Top,index
22888,22888.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\22888.jpg,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Sandals,index
48476,48476.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\48476.jpg,Women,Apparel,Dress,Dresses,Blue,Winter,2011.0,Casual,French Connection Women Blue Dress,index
10500,10500.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\10500.jpg,Women,Apparel,Dress,Dresses,Navy Blue,Fall,2011.0,Casual,Flying Machine Women OS Blue Tops,index
9136,9136.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\9136.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Puma Men Iknois 2 XT Black Sports Shoes,index
29988,29988.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\29988.jpg,Women,Accessories,Watches,Watches,White,Summer,2017.0,Casual,Aspen Women Mother Of Pearl Dial Watch AP1193,index
18861,18861.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\18861.jpg,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Puma Men Grafitti Red Polo Tshirt,index
13216,13216.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\13216.jpg,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Palm Tree Kids Boys Solid White Shirts,index
8805,8805.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\8805.jpg,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Scul White Black Shirt,index
12292,12292.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\12292.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Genesis Men Check Blue Shirts,index
52766,52766.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\52766.jpg,Women,Accessories,Bags,Handbags,Black,Fall,2012.0,Casual,Fiorelli Women Black Leather Handbag,index
27687,27687.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\27687.jpg,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Brown Handbag,index
51675,51675.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\51675.jpg,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016.0,Casual,Louis Philippe Men Gold Sunglasses,index
48212,48212.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\48212.jpg,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Men Black Sunglasses,index
7355,7355.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\7355.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Tantra Men's Black Sabbath Navy T-shirt,index
17605,17605.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\17605.jpg,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Cat Men Classic Black Sunglasses,index
36505,36505.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\36505.jpg,Women,Accessories,Bags,Handbags,White,Summer,2012.0,Casual,United Colors of Benetton Women White Handbag,index
54651,54651.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\54651.jpg,Women,Accessories,Watches,Watches,Red,Winter,2016.0,Casual,Fastrack Women Silver Dial Watch,index
59323,59323.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\59323.jpg,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Gliders Men Black Sandals,index
9003,9003.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\9003.jpg,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Tote Black Handbags,index
25565,25565.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\25565.jpg,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Fila Men Swift White Sports Shoes,index
11685,11685.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\11685.jpg,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Lee Men Check Grey Shirts,index
47218,47218.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\47218.jpg,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Franco Leone Men Brown Sandals,index
59918,59918.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\59918.jpg,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Diva Women Multi Coloured Kurta,index
51556,51556.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\51556.jpg,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,index
5202,5202.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\5202.jpg,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Marvel Men's Hulk Big Face Light Green T-shirt,index
33218,33218.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\33218.jpg,Women,Apparel,Topwear,Tops,Multi,Summer,2012.0,Casual,Sepia Women Printed Multi Coloured Top,index
58277,58277.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\58277.jpg,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Baggit Women Beige Libra Jhuti Sling Bag,index
8290,8290.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\8290.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Mr.Men Men's Navy Melange T-shirt,index
45027,45027.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\45027.jpg,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Attivo Men Black Dial Watch,index
48330,48330.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\48330.jpg,Women,Accessories,Bags,Handbags,Yellow,Summer,2012.0,Casual,Pitaraa Women Yellow Sling Bag,index
3792,3792.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\3792.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Basics Men Navy & White Striped Polo T-shirt,index
59258,59258.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\59258.jpg,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Women Silver Dial Watch,index
59991,59991.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\59991.jpg,Women,Apparel,Dress,Dresses,Multi,Fall,2012.0,Casual,Avirate Multicoloured Dress,index
4019,4019.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\4019.jpg,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,ADIDAS Unisex Check Can MW Blue Shoe,index
25418,25418.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\25418.jpg,Men,Footwear,Shoes,Sports Shoes,White,Spring,2013.0,Sports,Nike Men Ballista White Sports Shoes,index
48327,48327.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\48327.jpg,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Pitaraa Women Green Sling Bag,index
25166,25166.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\25166.jpg,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Lino Perros Women Leatherette Black Handbag,index
12423,12423.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\12423.jpg,Women,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Women Casual Brown Casual Shoes,index
6431,6431.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\6431.jpg,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011.0,Casual,Lotto Unisex Canvas Dark Navy Shoe,index
15967,15967.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\15967.jpg,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Turtle Check Men Red Shirt,index
29131,29131.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\29131.jpg,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Vogue Women Black Sunglasses,index
34170,34170.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\34170.jpg,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Gini and Jony Boys Printed Blue T-shirt,index
34007,34007.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\34007.jpg,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Top,index
40534,40534.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\40534.jpg,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Women Silver Dial Watch,index
4988,4988.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\4988.jpg,Women,Apparel,Dress,Dresses,White,Summer,2011.0,Casual,Gini and Jony Girl's Vanya White Polka Dot Kidswear,index
47411,47411.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\47411.jpg,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Purple Bag,index
23287,23287.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\23287.jpg,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men Ssteele White Dial Watch,index
34649,34649.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\34649.jpg,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2012.0,Sports,Fila Women Artifice Grey Sports Shoes,index
33432,33432.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\33432.jpg,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Baggit Green Handbag,index
21224,21224.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\21224.jpg,Men,Apparel,Topwear,Tshirts,Brown,Summer,2012.0,Casual,Basics Men Brown Printed T-shirt,index
11017,11017.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\11017.jpg,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Wrangler Women Floral Print Blue Top,index
51570,51570.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\51570.jpg,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Men Silver Watch,index
50346,50346.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\50346.jpg,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Aurelia Women Pink Kurta,index
43923,43923.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\43923.jpg,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Femella Women Blue Top,index
56414,56414.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\56414.jpg,Men,Footwear,Sandal,Sandals,Brown,Spring,2013.0,Casual,GAS Men Brown Glade Sandals,index
51563,51563.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\51563.jpg,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Men White Watch,index
5408,5408.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\5408.jpg,Unisex,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,Quechua Wayta Jr Blue,index
